"dataset/subimg3,0.jpg",1,201,29,243,solar
"dataset/subimg3,0.jpg",26,201,54,243,solar
"dataset/subimg3,0.jpg",50,201,78,243,solar
"dataset/subimg3,0.jpg",74,201,102,243,solar
"dataset/subimg3,0.jpg",98,201,126,243,solar
"dataset/subimg3,0.jpg",121,201,149,243,solar
"dataset/subimg3,0.jpg",146,201,174,243,solar
"dataset/subimg3,0.jpg",171,201,199,243,solar
"dataset/subimg3,0.jpg",194,201,222,243,solar
"dataset/subimg3,0.jpg",219,201,247,243,solar
"dataset/subimg3,2.jpg",24,41,53,82,solar
"dataset/subimg3,2.jpg",1,41,29,82,solar
"dataset/subimg3,2.jpg",47,40,76,81,solar
"dataset/subimg3,2.jpg",71,40,100,81,solar
"dataset/subimg3,2.jpg",95,39,124,80,solar
"dataset/subimg3,2.jpg",119,39,148,80,solar
"dataset/subimg3,2.jpg",143,39,172,80,solar
"dataset/subimg3,2.jpg",166,39,195,80,solar
"dataset/subimg3,2.jpg",191,39,220,80,solar
"dataset/subimg3,2.jpg",215,39,244,80,solar
"dataset/subimg3,2.jpg",215,1,244,41,solar
"dataset/subimg3,2.jpg",191,1,220,41,solar
"dataset/subimg3,2.jpg",167,1,196,41,solar
"dataset/subimg3,2.jpg",143,1,172,42,solar
"dataset/subimg3,2.jpg",119,1,148,42,solar
"dataset/subimg3,2.jpg",95,1,124,42,solar
"dataset/subimg3,2.jpg",71,1,100,42,solar
"dataset/subimg3,2.jpg",47,1,76,42,solar
"dataset/subimg3,2.jpg",24,1,53,42,solar
"dataset/subimg3,2.jpg",1,1,29,41,solar
"dataset/subimg3,2.jpg",25,105,54,146,solar
"dataset/subimg3,2.jpg",49,105,78,146,solar
"dataset/subimg3,2.jpg",73,105,102,146,solar
"dataset/subimg3,2.jpg",96,105,125,146,solar
"dataset/subimg3,2.jpg",120,105,149,146,solar
"dataset/subimg3,2.jpg",146,105,175,146,solar
"dataset/subimg3,2.jpg",169,105,198,146,solar
"dataset/subimg3,2.jpg",193,105,222,146,solar
"dataset/subimg3,2.jpg",216,105,245,146,solar
"dataset/subimg3,2.jpg",216,143,245,184,solar
"dataset/subimg3,2.jpg",193,143,222,184,solar
"dataset/subimg3,2.jpg",168,144,197,185,solar
"dataset/subimg3,2.jpg",144,144,173,185,solar
"dataset/subimg3,2.jpg",121,144,150,185,solar
"dataset/subimg3,2.jpg",97,144,126,185,solar
"dataset/subimg3,2.jpg",72,144,101,185,solar
"dataset/subimg3,2.jpg",47,144,76,185,solar
"dataset/subimg3,2.jpg",24,144,53,185,solar
"dataset/subimg3,2.jpg",162,212,191,253,solar
"dataset/subimg3,2.jpg",186,212,215,253,solar
"dataset/subimg3,2.jpg",211,212,240,253,solar
"dataset/subimg3,3.jpg",163,1,190,35,solar
"dataset/subimg3,3.jpg",187,1,214,35,solar
"dataset/subimg3,3.jpg",212,1,239,35,solar
"dataset/subimg3,1.jpg",27,51,55,92,solar
"dataset/subimg3,1.jpg",1,51,29,92,solar
"dataset/subimg3,1.jpg",51,51,79,92,solar
"dataset/subimg3,1.jpg",76,50,104,91,solar
"dataset/subimg3,1.jpg",99,50,127,92,solar
"dataset/subimg3,1.jpg",123,50,151,92,solar
"dataset/subimg3,1.jpg",148,50,176,92,solar
"dataset/subimg3,1.jpg",171,50,199,92,solar
"dataset/subimg3,1.jpg",194,48,222,90,solar
"dataset/subimg3,1.jpg",219,48,247,90,solar
"dataset/subimg3,1.jpg",219,87,247,129,solar
"dataset/subimg3,1.jpg",195,87,223,129,solar
"dataset/subimg3,1.jpg",171,87,199,129,solar
"dataset/subimg3,1.jpg",148,87,176,129,solar
"dataset/subimg3,1.jpg",123,87,151,129,solar
"dataset/subimg3,1.jpg",99,89,127,131,solar
"dataset/subimg3,1.jpg",75,89,103,131,solar
"dataset/subimg3,1.jpg",52,89,80,131,solar
"dataset/subimg3,1.jpg",27,89,55,131,solar
"dataset/subimg3,1.jpg",2,89,30,131,solar
"dataset/subimg3,1.jpg",6,153,35,195,solar
"dataset/subimg3,1.jpg",28,153,57,195,solar
"dataset/subimg3,1.jpg",52,153,81,195,solar
"dataset/subimg3,1.jpg",77,153,106,195,solar
"dataset/subimg3,1.jpg",101,153,130,195,solar
"dataset/subimg3,1.jpg",125,153,154,195,solar
"dataset/subimg3,1.jpg",149,153,178,195,solar
"dataset/subimg3,1.jpg",172,153,201,195,solar
"dataset/subimg3,1.jpg",197,153,226,195,solar
"dataset/subimg3,1.jpg",217,153,247,195,solar
"dataset/subimg3,1.jpg",217,190,247,232,solar
"dataset/subimg3,1.jpg",197,191,227,233,solar
"dataset/subimg3,1.jpg",172,192,202,234,solar
"dataset/subimg3,1.jpg",148,192,178,234,solar
"dataset/subimg3,1.jpg",125,192,155,234,solar
"dataset/subimg3,1.jpg",100,192,130,234,solar
"dataset/subimg3,1.jpg",76,193,106,235,solar
"dataset/subimg3,1.jpg",53,192,83,234,solar
"dataset/subimg3,1.jpg",28,194,58,236,solar
"dataset/subimg3,1.jpg",4,194,34,236,solar
"dataset/subimg4,0.jpg",19,200,47,242,solar
"dataset/subimg4,0.jpg",43,200,71,242,solar
"dataset/subimg4,0.jpg",67,200,95,242,solar
"dataset/subimg4,0.jpg",91,200,120,242,solar
"dataset/subimg4,0.jpg",114,200,143,242,solar
"dataset/subimg4,0.jpg",138,200,167,242,solar
"dataset/subimg4,0.jpg",162,200,191,242,solar
"dataset/subimg4,0.jpg",187,200,216,242,solar
"dataset/subimg4,0.jpg",210,200,239,242,solar
"dataset/subimg4,2.jpg",15,1,44,41,solar
"dataset/subimg4,2.jpg",40,1,69,41,solar
"dataset/subimg4,2.jpg",64,1,93,41,solar
"dataset/subimg4,2.jpg",89,1,118,41,solar
"dataset/subimg4,2.jpg",112,1,141,41,solar
"dataset/subimg4,2.jpg",136,1,165,41,solar
"dataset/subimg4,2.jpg",159,1,188,41,solar
"dataset/subimg4,2.jpg",183,1,212,41,solar
"dataset/subimg4,2.jpg",208,1,237,41,solar
"dataset/subimg4,2.jpg",208,38,237,78,solar
"dataset/subimg4,2.jpg",183,39,212,79,solar
"dataset/subimg4,2.jpg",160,40,189,80,solar
"dataset/subimg4,2.jpg",137,40,166,80,solar
"dataset/subimg4,2.jpg",111,40,140,80,solar
"dataset/subimg4,2.jpg",88,40,117,80,solar
"dataset/subimg4,2.jpg",64,40,93,80,solar
"dataset/subimg4,2.jpg",40,40,69,80,solar
"dataset/subimg4,2.jpg",15,40,44,80,solar
"dataset/subimg4,2.jpg",18,105,47,145,solar
"dataset/subimg4,2.jpg",42,105,71,145,solar
"dataset/subimg4,2.jpg",65,105,94,145,solar
"dataset/subimg4,2.jpg",90,105,119,145,solar
"dataset/subimg4,2.jpg",114,105,143,145,solar
"dataset/subimg4,2.jpg",136,105,165,145,solar
"dataset/subimg4,2.jpg",161,105,190,145,solar
"dataset/subimg4,2.jpg",185,105,214,145,solar
"dataset/subimg4,2.jpg",209,105,238,145,solar
"dataset/subimg4,2.jpg",209,144,238,184,solar
"dataset/subimg4,2.jpg",184,145,213,185,solar
"dataset/subimg4,2.jpg",160,145,189,185,solar
"dataset/subimg4,2.jpg",137,145,166,185,solar
"dataset/subimg4,2.jpg",113,145,142,185,solar
"dataset/subimg4,2.jpg",89,145,118,185,solar
"dataset/subimg4,2.jpg",65,145,94,185,solar
"dataset/subimg4,2.jpg",42,145,71,185,solar
"dataset/subimg4,2.jpg",17,145,46,185,solar
"dataset/subimg4,2.jpg",11,212,40,252,solar
"dataset/subimg4,2.jpg",36,212,65,252,solar
"dataset/subimg4,2.jpg",60,212,89,252,solar
"dataset/subimg4,2.jpg",83,212,112,252,solar
"dataset/subimg4,2.jpg",107,212,136,252,solar
"dataset/subimg4,2.jpg",132,212,161,252,solar
"dataset/subimg4,2.jpg",155,212,184,252,solar
"dataset/subimg4,2.jpg",180,212,209,252,solar
